,tract,med_hh_income,med_hh_income_universe,Total Population,Total Hispanic/Latine Population,Total Non-Hispanic/Latine Population,"Total Non-Hispanic/Latine Population, One Race","Total White, Non-Hispanic/Latine","Total Black, Non-Hispanic/Latine","Total American Indian/American Native, Non-Hispanic/Latine","Total Asian, Non-Hispanic/Latine"
929,06037264103,126538.0,1562.0,2605.0,231.0,2374.0,2213.0,1881.0,43.0,2.0,268.0
930,06037264303,116414.0,1543.0,2733.0,247.0,2486.0,2319.0,1981.0,36.0,1.0,284.0
931,06037264304,97078.0,1446.0,2616.0,237.0,2379.0,2235.0,1823.0,66.0,1.0,314.0
932,06037264305,85493.0,1725.0,3712.0,231.0,3481.0,3262.0,2895.0,36.0,1.0,323.0
933,06037264306,94313.0,989.0,2228.0,184.0,2044.0,1893.0,1555.0,70.0,5.0,239.0
934,06037265100,103750.0,1303.0,2835.0,113.0,2722.0,2616.0,2375.0,45.0,0.0,178.0
935,06037265201,117798.0,863.0,2108.0,115.0,1993.0,1887.0,1545.0,29.0,0.0,281.0
936,06037265203,56656.0,1059.0,2228.0,145.0,2083.0,1994.0,1548.0,26.0,2.0,411.0
937,06037265204,108295.0,639.0,1182.0,120.0,1062.0,997.0,551.0,58.0,3.0,377.0
938,06037265301,,0.0,13527.0,2859.0,10668.0,10592.0,3611.0,927.0,82.0,5872.0
939,06037265303,29375.0,1563.0,4012.0,627.0,3385.0,3139.0,1457.0,99.0,14.0,1527.0
940,06037265304,20343.0,857.0,3855.0,870.0,2985.0,2823.0,1371.0,169.0,7.0,1236.0
941,06037265306,15417.0,496.0,2081.0,364.0,1717.0,1590.0,886.0,92.0,2.0,593.0
942,06037265307,16772.0,1145.0,3190.0,372.0,2818.0,2756.0,1136.0,182.0,7.0,1391.0
943,06037265410,105625.0,697.0,1592.0,118.0,1474.0,1377.0,1212.0,22.0,1.0,132.0
944,06037265420,200179.0,656.0,1887.0,122.0,1765.0,1664.0,1366.0,43.0,0.0,250.0
945,06037265521,51014.0,1098.0,1948.0,189.0,1759.0,1661.0,868.0,43.0,2.0,734.0
946,06037265522,77348.0,1030.0,2090.0,181.0,1909.0,1813.0,1002.0,55.0,6.0,735.0
947,06037265523,63594.0,1509.0,1884.0,124.0,1760.0,1611.0,1219.0,24.0,2.0,344.0
948,06037265524,98906.0,1304.0,2751.0,197.0,2554.0,2375.0,1764.0,85.0,4.0,497.0
949,06037265601,89844.0,1443.0,3140.0,234.0,2906.0,2716.0,2216.0,36.0,4.0,448.0
950,06037265602,104375.0,1541.0,3318.0,207.0,3111.0,2920.0,2493.0,37.0,6.0,358.0
951,06037265701,95357.0,718.0,2047.0,144.0,1903.0,1786.0,1498.0,40.0,0.0,206.0
952,06037265702,91731.0,1472.0,2879.0,177.0,2702.0,2558.0,2252.0,50.0,2.0,213.0
953,06037267101,107664.0,1472.0,3142.0,253.0,2889.0,2697.0,2083.0,65.0,3.0,526.0
954,06037267102,106742.0,1470.0,3163.0,225.0,2938.0,2692.0,2184.0,64.0,7.0,416.0
955,06037267201,97321.0,1228.0,2865.0,255.0,2610.0,2424.0,1706.0,84.0,6.0,612.0
956,06037267202,106016.0,1695.0,3470.0,264.0,3206.0,2943.0,2170.0,57.0,3.0,683.0
957,06037267300,79919.0,2106.0,4408.0,775.0,3633.0,3410.0,1998.0,226.0,6.0,1149.0
958,06037267403,93367.0,1932.0,3093.0,441.0,2652.0,2478.0,1834.0,75.0,3.0,538.0
959,06037267404,93333.0,1518.0,3403.0,402.0,3001.0,2769.0,2065.0,121.0,4.0,535.0
960,06037267405,99692.0,1434.0,2838.0,386.0,2452.0,2300.0,1762.0,76.0,6.0,433.0
961,06037267406,97704.0,1024.0,2180.0,385.0,1795.0,1680.0,1309.0,58.0,1.0,297.0
962,06037267502,84315.0,1597.0,3217.0,747.0,2470.0,2303.0,1601.0,66.0,3.0,606.0
963,06037267503,131250.0,1226.0,2112.0,586.0,1526.0,1426.0,948.0,46.0,6.0,408.0
964,06037267504,111383.0,1764.0,3482.0,1037.0,2445.0,2269.0,1475.0,67.0,7.0,704.0
965,06037267600,65531.0,1281.0,2709.0,581.0,2128.0,1981.0,1244.0,56.0,3.0,656.0
966,06037267700,118333.0,1740.0,3834.0,616.0,3218.0,2973.0,1542.0,106.0,1.0,1287.0
967,06037267800,89246.0,1381.0,3034.0,309.0,2725.0,2482.0,1828.0,52.0,0.0,580.0
968,06037267901,111299.0,1501.0,3293.0,164.0,3129.0,3036.0,2519.0,50.0,1.0,439.0
969,06037267902,126063.0,1676.0,4002.0,337.0,3665.0,3431.0,2706.0,119.0,7.0,576.0
970,06037269000,146118.0,2145.0,5492.0,540.0,4952.0,4640.0,3990.0,131.0,4.0,464.0
971,06037269100,115452.0,1875.0,4752.0,275.0,4477.0,4219.0,3891.0,70.0,6.0,177.0
972,06037269300,193750.0,1490.0,4096.0,352.0,3744.0,3499.0,2947.0,55.0,2.0,469.0
973,06037269500,204583.0,1335.0,4262.0,235.0,4027.0,3840.0,3456.0,44.0,3.0,275.0
974,06037269601,61044.0,1053.0,3122.0,1874.0,1248.0,1126.0,572.0,404.0,1.0,132.0
975,06037269602,54875.0,1052.0,2964.0,1604.0,1360.0,1241.0,767.0,259.0,3.0,204.0
976,06037269700,88214.0,1528.0,4025.0,1379.0,2646.0,2446.0,1636.0,348.0,1.0,423.0
977,06037269800,96964.0,1608.0,3386.0,780.0,2606.0,2410.0,1469.0,267.0,4.0,646.0
978,06037269903,70583.0,1744.0,3815.0,962.0,2853.0,2671.0,1420.0,227.0,6.0,970.0
979,06037269905,89194.0,1388.0,2661.0,636.0,2025.0,1894.0,1108.0,197.0,9.0,546.0
980,06037269906,100682.0,1624.0,3037.0,726.0,2311.0,2151.0,1268.0,212.0,7.0,637.0
981,06037269907,86821.0,1353.0,2671.0,598.0,2073.0,1917.0,1125.0,212.0,3.0,549.0
982,06037269908,71808.0,1346.0,1861.0,380.0,1481.0,1360.0,826.0,136.0,2.0,364.0
983,06037269909,77074.0,1221.0,2243.0,558.0,1685.0,1570.0,918.0,195.0,4.0,429.0
984,06037270101,83667.0,1236.0,2002.0,402.0,1600.0,1482.0,904.0,164.0,0.0,391.0
985,06037270102,79583.0,1187.0,2186.0,431.0,1755.0,1635.0,950.0,160.0,2.0,508.0
986,06037270200,68651.0,1309.0,3487.0,1760.0,1727.0,1588.0,920.0,260.0,1.0,357.0
987,06037270300,59327.0,1180.0,2651.0,775.0,1876.0,1730.0,727.0,683.0,4.0,290.0
988,06037271100,104821.0,905.0,2569.0,520.0,2049.0,1886.0,1302.0,82.0,3.0,472.0
989,06037271200,88889.0,1128.0,2592.0,785.0,1807.0,1683.0,970.0,93.0,5.0,605.0
990,06037271300,103911.0,2005.0,4779.0,930.0,3849.0,3545.0,2436.0,109.0,1.0,968.0
991,06037271400,135590.0,1429.0,3482.0,414.0,3068.0,2832.0,2366.0,38.0,3.0,396.0
992,06037271500,98452.0,1344.0,3095.0,466.0,2629.0,2430.0,1871.0,56.0,6.0,472.0
993,06037271600,95615.0,2030.0,4826.0,639.0,4187.0,3931.0,2336.0,181.0,6.0,1374.0
994,06037271702,70504.0,2011.0,4527.0,720.0,3807.0,3616.0,1741.0,235.0,4.0,1601.0
995,06037271703,99339.0,1295.0,3191.0,562.0,2629.0,2425.0,1567.0,121.0,4.0,695.0
996,06037271704,133270.0,1387.0,2878.0,402.0,2476.0,2280.0,1437.0,124.0,1.0,690.0
997,06037271801,54259.0,1718.0,3666.0,1115.0,2551.0,2368.0,1331.0,180.0,3.0,798.0
998,06037271803,83226.0,1558.0,3039.0,765.0,2274.0,2105.0,1164.0,213.0,4.0,683.0
999,06037271804,71764.0,1133.0,2565.0,605.0,1960.0,1814.0,1110.0,111.0,3.0,558.0
1000,06037271901,96699.0,1469.0,2861.0,719.0,2142.0,1991.0,1291.0,125.0,1.0,524.0
1001,06037271902,74186.0,1854.0,4044.0,902.0,3142.0,2902.0,2192.0,122.0,4.0,543.0
1002,06037272100,96806.0,1889.0,4332.0,921.0,3411.0,3087.0,2600.0,58.0,14.0,381.0
1003,06037272201,75846.0,1056.0,2394.0,762.0,1632.0,1480.0,1064.0,94.0,9.0,284.0
1004,06037272202,61786.0,1684.0,3159.0,1030.0,2129.0,1945.0,1499.0,83.0,10.0,310.0
1005,06037272301,98495.0,1393.0,3000.0,805.0,2195.0,2031.0,1475.0,131.0,4.0,385.0
1006,06037272302,64408.0,1765.0,3897.0,1621.0,2276.0,2123.0,1571.0,148.0,13.0,363.0
1007,06037273100,140987.0,1245.0,3597.0,661.0,2936.0,2717.0,2360.0,86.0,10.0,234.0
1008,06037273200,100100.0,1540.0,3596.0,1133.0,2463.0,2308.0,1818.0,328.0,3.0,119.0
1009,06037273300,76285.0,1456.0,3477.0,974.0,2503.0,2344.0,1774.0,388.0,8.0,142.0
1010,06037273403,,1020.0,1564.0,207.0,1357.0,1286.0,1087.0,112.0,8.0,65.0
1011,06037273404,72101.0,1073.0,1558.0,153.0,1405.0,1303.0,1135.0,63.0,0.0,87.0
1012,06037273502,91396.0,1712.0,2680.0,283.0,2397.0,2249.0,1966.0,101.0,10.0,132.0
1013,06037273600,135204.0,1108.0,2189.0,309.0,1880.0,1756.0,1593.0,36.0,3.0,95.0
1014,06037273700,111036.0,1279.0,2748.0,573.0,2175.0,2033.0,1813.0,50.0,1.0,138.0
1015,06037273800,83821.0,1516.0,2933.0,504.0,2429.0,2213.0,1923.0,64.0,11.0,185.0
1016,06037273902,138750.0,2358.0,4278.0,470.0,3808.0,3522.0,3158.0,103.0,4.0,201.0
1017,06037274100,128125.0,2208.0,4824.0,584.0,4240.0,3967.0,3089.0,264.0,4.0,558.0
1018,06037274202,155366.0,2324.0,4903.0,459.0,4444.0,4168.0,3604.0,197.0,2.0,320.0
1019,06037275101,108750.0,444.0,1186.0,277.0,909.0,821.0,533.0,59.0,5.0,205.0
1020,06037275102,70872.0,1342.0,3816.0,2166.0,1650.0,1481.0,932.0,97.0,3.0,431.0
1021,06037275200,70689.0,1677.0,3850.0,1533.0,2317.0,2099.0,1418.0,212.0,4.0,424.0
1022,06037275311,84337.0,2536.0,4955.0,1285.0,3670.0,3368.0,2199.0,143.0,8.0,957.0
1023,06037275312,100667.0,1048.0,2201.0,215.0,1986.0,1851.0,1422.0,103.0,1.0,297.0
1024,06037275313,82862.0,1676.0,3321.0,485.0,2836.0,2637.0,1968.0,121.0,15.0,512.0
1025,06037275400,137639.0,2319.0,4625.0,728.0,3897.0,3603.0,2681.0,183.0,8.0,671.0
1026,06037275500,43393.0,1812.0,5307.0,3392.0,1915.0,1759.0,853.0,436.0,3.0,431.0
1027,06037275603,90000.0,1240.0,2731.0,802.0,1929.0,1740.0,1071.0,72.0,5.0,576.0
1028,06037275604,173569.0,4329.0,10520.0,1076.0,9444.0,8765.0,5631.0,709.0,11.0,2309.0
1029,06037275605,95192.0,1492.0,3581.0,539.0,3042.0,2832.0,1622.0,573.0,9.0,579.0
1030,06037276000,140446.0,2657.0,6674.0,1240.0,5434.0,5015.0,3539.0,356.0,15.0,1045.0
1031,06037276101,91770.0,1603.0,3787.0,451.0,3336.0,3095.0,998.0,1053.0,11.0,963.0
1032,06037276102,48905.0,1493.0,3310.0,663.0,2647.0,2406.0,752.0,1302.0,9.0,309.0
1033,06037276400,175625.0,1432.0,4099.0,544.0,3555.0,3282.0,2640.0,105.0,5.0,500.0
1034,06037276500,101071.0,714.0,4982.0,981.0,4001.0,3636.0,2591.0,358.0,4.0,626.0
1035,06037276601,131905.0,1646.0,4058.0,559.0,3499.0,3222.0,2411.0,211.0,14.0,552.0
1036,06037276605,79750.0,1386.0,2093.0,312.0,1781.0,1618.0,1228.0,119.0,2.0,241.0
1037,06037276606,77143.0,1782.0,3353.0,464.0,2889.0,2661.0,2072.0,167.0,8.0,387.0
1038,06037276607,87273.0,1376.0,2974.0,424.0,2550.0,2303.0,1513.0,214.0,1.0,515.0
1039,06037276608,98000.0,1154.0,2106.0,359.0,1747.0,1597.0,1132.0,143.0,3.0,294.0
1040,06037277000,140985.0,2144.0,5637.0,828.0,4809.0,4405.0,3382.0,226.0,13.0,744.0
1041,06037277100,154063.0,1078.0,3017.0,756.0,2261.0,2022.0,1440.0,108.0,1.0,439.0
1042,06037277200,50109.0,966.0,1969.0,542.0,1427.0,1299.0,467.0,563.0,3.0,229.0
1043,06037277400,34318.0,206.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1044,06037278001,111274.0,1039.0,2687.0,743.0,1944.0,1764.0,1111.0,231.0,9.0,370.0
1045,06037278102,153654.0,1502.0,2958.0,362.0,2596.0,2400.0,2088.0,100.0,3.0,175.0
1046,06037291110,62222.0,1316.0,4213.0,2034.0,2179.0,2029.0,88.0,1858.0,2.0,48.0
1047,06037291120,68333.0,660.0,2037.0,1312.0,725.0,676.0,33.0,580.0,3.0,53.0
1048,06037291130,73242.0,981.0,3454.0,2246.0,1208.0,1147.0,135.0,591.0,4.0,390.0
1049,06037291210,48277.0,1686.0,5162.0,3153.0,2009.0,1883.0,332.0,673.0,2.0,826.0
1050,06037291220,60948.0,1108.0,3255.0,2059.0,1196.0,1130.0,144.0,374.0,6.0,580.0
1051,06037291300,88690.0,1152.0,2839.0,858.0,1981.0,1820.0,311.0,294.0,2.0,1186.0
1052,06037292001,40957.0,1379.0,4791.0,3101.0,1690.0,1598.0,277.0,574.0,11.0,666.0
1053,06037292002,110040.0,530.0,1688.0,740.0,948.0,868.0,362.0,67.0,5.0,398.0
1054,06037293203,66615.0,1011.0,3337.0,1651.0,1686.0,1586.0,434.0,155.0,10.0,955.0
1055,06037293204,72554.0,1071.0,3119.0,1545.0,1574.0,1474.0,416.0,159.0,7.0,830.0
1056,06037293205,44369.0,905.0,3873.0,2290.0,1583.0,1483.0,291.0,380.0,11.0,758.0
1057,06037293206,59766.0,759.0,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
1058,06037293301,87390.0,943.0,2793.0,657.0,2136.0,1987.0,643.0,151.0,0.0,1173.0
1059,06037293302,90255.0,1682.0,4809.0,2036.0,2773.0,2607.0,971.0,298.0,3.0,1257.0
1060,06037293304,68306.0,1588.0,4150.0,2633.0,1517.0,1404.0,541.0,284.0,3.0,528.0
1061,06037293306,101500.0,810.0,2571.0,1054.0,1517.0,1411.0,955.0,112.0,2.0,324.0
1062,06037293307,49604.0,901.0,2460.0,1361.0,1099.0,1034.0,235.0,418.0,2.0,362.0
1063,06037294110,43724.0,1070.0,3876.0,3361.0,515.0,450.0,190.0,69.0,14.0,132.0
1064,06037294120,39984.0,629.0,2324.0,2102.0,222.0,196.0,31.0,109.0,1.0,48.0
1065,06037294200,72904.0,1355.0,4658.0,4156.0,502.0,439.0,246.0,56.0,7.0,98.0
1066,06037294301,80382.0,683.0,2501.0,2068.0,433.0,392.0,141.0,53.0,5.0,146.0
1067,06037294302,54595.0,1214.0,4513.0,3933.0,580.0,538.0,233.0,93.0,3.0,141.0
1068,06037294410,47027.0,1620.0,5310.0,2250.0,3060.0,2851.0,771.0,1126.0,4.0,870.0
1069,06037294421,46168.0,1022.0,2794.0,1747.0,1047.0,984.0,249.0,249.0,0.0,454.0
1070,06037294510,56324.0,1146.0,4057.0,3703.0,354.0,322.0,139.0,63.0,6.0,71.0
1071,06037294520,50357.0,910.0,3459.0,3216.0,243.0,209.0,105.0,36.0,10.0,44.0
1072,06037294610,51036.0,1169.0,4025.0,3653.0,372.0,339.0,138.0,70.0,0.0,78.0
1073,06037294620,49880.0,1035.0,4034.0,3757.0,277.0,245.0,69.0,72.0,3.0,52.0
1074,06037294701,36014.0,980.0,3110.0,2715.0,395.0,345.0,142.0,125.0,8.0,53.0
1075,06037294810,50438.0,1003.0,3729.0,3361.0,368.0,321.0,77.0,125.0,3.0,52.0
1076,06037294820,37222.0,928.0,3346.0,3085.0,261.0,229.0,90.0,107.0,6.0,11.0
1077,06037294830,51554.0,1072.0,3838.0,3489.0,349.0,305.0,102.0,127.0,5.0,45.0
1078,06037294900,37974.0,943.0,3871.0,3428.0,443.0,422.0,98.0,237.0,20.0,26.0
1079,06037295103,120769.0,2050.0,4978.0,1273.0,3705.0,3440.0,2550.0,170.0,7.0,675.0
1080,06037296210,40282.0,1113.0,2976.0,2419.0,557.0,506.0,231.0,211.0,7.0,40.0
1081,06037296220,33232.0,1826.0,4449.0,2622.0,1827.0,1720.0,530.0,667.0,10.0,422.0
1082,06037296300,85750.0,1934.0,4874.0,1677.0,3197.0,2946.0,1593.0,372.0,10.0,917.0
1083,06037296401,85733.0,1295.0,3176.0,915.0,2261.0,2103.0,1585.0,181.0,18.0,298.0
1084,06037296402,124500.0,1130.0,2971.0,1539.0,1432.0,1295.0,998.0,95.0,2.0,174.0
1085,06037296500,37311.0,1204.0,3796.0,2710.0,1086.0,989.0,482.0,293.0,22.0,143.0
1086,06037296600,40991.0,2010.0,5305.0,3792.0,1513.0,1372.0,721.0,382.0,10.0,191.0
1087,06037296901,48750.0,1568.0,4148.0,2660.0,1488.0,1350.0,857.0,257.0,17.0,196.0
1088,06037296902,52217.0,1571.0,3987.0,2224.0,1763.0,1617.0,1116.0,269.0,14.0,178.0
1089,06037297001,195064.0,588.0,1662.0,426.0,1236.0,1163.0,1013.0,37.0,4.0,91.0
1090,06037297002,102658.0,1735.0,3657.0,1387.0,2270.0,2092.0,1717.0,159.0,7.0,180.0
1091,06037297110,42679.0,1560.0,4298.0,2677.0,1621.0,1504.0,816.0,372.0,21.0,205.0
1092,06037297120,52000.0,1046.0,3425.0,2301.0,1124.0,1034.0,610.0,227.0,14.0,134.0
1093,06037297201,59189.0,1465.0,3879.0,2217.0,1662.0,1524.0,956.0,288.0,9.0,217.0
1094,06037297202,74567.0,1545.0,3546.0,1560.0,1986.0,1799.0,1445.0,147.0,12.0,128.0
1095,06037297300,128068.0,784.0,2306.0,670.0,1636.0,1472.0,1217.0,120.0,2.0,92.0
1096,06037297400,70729.0,1669.0,3760.0,648.0,3112.0,2963.0,2617.0,111.0,7.0,200.0
1097,06037297501,120577.0,1110.0,2483.0,560.0,1923.0,1786.0,1590.0,41.0,12.0,129.0
1098,06037297502,80109.0,996.0,2508.0,1011.0,1497.0,1375.0,1064.0,135.0,14.0,135.0
1099,06037297601,59047.0,1271.0,2781.0,865.0,1916.0,1710.0,1136.0,351.0,12.0,158.0
1100,06037297602,78276.0,1650.0,3579.0,1246.0,2333.0,2109.0,1664.0,185.0,15.0,199.0
1101,06037300100,140665.0,2079.0,6060.0,582.0,5478.0,5175.0,3526.0,33.0,3.0,1575.0
1102,06037300200,106490.0,1853.0,5492.0,630.0,4862.0,4601.0,2647.0,26.0,14.0,1900.0
1103,06037300301,112424.0,2026.0,6289.0,655.0,5634.0,5333.0,3624.0,57.0,3.0,1620.0
1104,06037300400,93077.0,2034.0,5948.0,956.0,4992.0,4690.0,3182.0,58.0,13.0,1401.0
1105,06037300501,104926.0,1047.0,3124.0,511.0,2613.0,2463.0,1520.0,17.0,2.0,913.0
1106,06037300503,63669.0,2253.0,5321.0,985.0,4336.0,4117.0,2768.0,63.0,7.0,1244.0
1107,06037300601,83053.0,2157.0,5346.0,769.0,4577.0,4413.0,2553.0,41.0,16.0,1786.0
1108,06037300602,88403.0,1409.0,3580.0,514.0,3066.0,2923.0,2423.0,35.0,4.0,442.0
1109,06037300701,131058.0,2051.0,6263.0,605.0,5658.0,5419.0,4738.0,35.0,3.0,612.0
1110,06037300702,123445.0,2436.0,5725.0,412.0,5313.0,5115.0,4477.0,51.0,1.0,567.0
1111,06037300800,82016.0,2804.0,7100.0,891.0,6209.0,5949.0,4741.0,129.0,2.0,1048.0
1112,06037300901,155882.0,2058.0,6478.0,558.0,5920.0,5747.0,4113.0,53.0,1.0,1564.0
1113,06037300902,154185.0,811.0,2012.0,280.0,1732.0,1621.0,1301.0,8.0,1.0,303.0
1114,06037301000,95956.0,2096.0,5050.0,955.0,4095.0,3852.0,2899.0,97.0,9.0,810.0
1115,06037301100,72358.0,2869.0,6571.0,906.0,5665.0,5459.0,4702.0,81.0,0.0,658.0
1116,06037301203,66493.0,1907.0,4417.0,450.0,3967.0,3811.0,3117.0,70.0,3.0,598.0
1117,06037301204,58821.0,2156.0,4934.0,685.0,4249.0,4085.0,3127.0,185.0,6.0,739.0
1118,06037301205,102750.0,722.0,2211.0,230.0,1981.0,1876.0,1629.0,17.0,2.0,222.0
1119,06037301206,59110.0,1829.0,5275.0,541.0,4734.0,4541.0,3816.0,53.0,2.0,657.0
1120,06037301300,121542.0,700.0,2070.0,227.0,1843.0,1782.0,1604.0,12.0,8.0,153.0
1121,06037301400,128889.0,1306.0,3936.0,326.0,3610.0,3497.0,3200.0,17.0,2.0,271.0
1122,06037301501,100833.0,544.0,1861.0,153.0,1708.0,1660.0,1507.0,4.0,0.0,149.0
1123,06037301502,48315.0,2405.0,6718.0,619.0,6099.0,5869.0,5256.0,98.0,1.0,489.0
1124,06037301601,40154.0,2317.0,5952.0,1041.0,4911.0,4729.0,4164.0,86.0,2.0,460.0
1125,06037301602,70677.0,1649.0,3904.0,1522.0,2382.0,2247.0,1631.0,107.0,3.0,470.0
1126,06037301701,80032.0,1065.0,2852.0,609.0,2243.0,2140.0,1664.0,37.0,5.0,427.0
1127,06037301702,54600.0,2064.0,5639.0,911.0,4728.0,4547.0,3616.0,106.0,16.0,795.0
1128,06037301801,55038.0,2241.0,6139.0,979.0,5160.0,4949.0,3369.0,251.0,10.0,1259.0
1129,06037301802,68875.0,2101.0,5424.0,803.0,4621.0,4400.0,3084.0,209.0,2.0,1085.0
1130,06037301901,81362.0,1891.0,4857.0,636.0,4221.0,4066.0,3272.0,117.0,6.0,662.0
1131,06037301902,63088.0,1106.0,3140.0,583.0,2557.0,2444.0,1974.0,44.0,2.0,411.0
1132,06037302002,45565.0,1760.0,3998.0,577.0,3421.0,3280.0,2610.0,74.0,7.0,559.0
1133,06037302003,52313.0,1542.0,3496.0,429.0,3067.0,2964.0,2498.0,65.0,2.0,394.0
1134,06037302004,57500.0,1606.0,4175.0,700.0,3475.0,3296.0,2621.0,66.0,0.0,600.0
1135,06037302102,85729.0,2421.0,6221.0,1326.0,4895.0,4689.0,3575.0,79.0,11.0,998.0
1136,06037302103,51000.0,1874.0,5334.0,1042.0,4292.0,4159.0,3118.0,48.0,1.0,978.0
1137,06037302104,56500.0,1382.0,3859.0,1030.0,2829.0,2704.0,1680.0,98.0,5.0,910.0
1138,06037302201,26317.0,1820.0,4017.0,581.0,3436.0,3330.0,2751.0,92.0,0.0,465.0
1139,06037302202,40134.0,1973.0,4933.0,1171.0,3762.0,3673.0,3044.0,61.0,4.0,538.0
1140,06037302301,65750.0,1363.0,3804.0,823.0,2981.0,2874.0,1918.0,117.0,10.0,808.0
1141,06037302302,51805.0,1906.0,5417.0,1678.0,3739.0,3587.0,2406.0,238.0,18.0,902.0
1142,06037302401,61708.0,2739.0,6484.0,2034.0,4450.0,4263.0,3072.0,156.0,10.0,980.0
1143,06037302503,39838.0,1409.0,4011.0,991.0,3020.0,2938.0,2473.0,38.0,3.0,421.0
1144,06037302504,41103.0,1387.0,3927.0,1194.0,2733.0,2631.0,2137.0,27.0,3.0,457.0
1145,06037302505,43024.0,1513.0,3766.0,1321.0,2445.0,2366.0,1827.0,58.0,3.0,452.0
1146,06037302506,60131.0,1317.0,3410.0,862.0,2548.0,2459.0,2006.0,90.0,3.0,341.0
1147,06037310100,133937.0,1932.0,5885.0,697.0,5188.0,4955.0,4181.0,46.0,7.0,687.0
1148,06037310201,96696.0,2115.0,5521.0,717.0,4804.0,4590.0,3750.0,97.0,2.0,709.0
1149,06037310202,75550.0,1784.0,4945.0,676.0,4269.0,4108.0,3585.0,101.0,8.0,381.0
1150,06037310300,110729.0,1041.0,3132.0,299.0,2833.0,2678.0,2106.0,17.0,0.0,544.0
