,tract,med_hh_income,med_hh_income_universe,Total Population,Total Hispanic/Latine Population,Total Non-Hispanic/Latine Population,"Total Non-Hispanic/Latine Population, One Race","Total White, Non-Hispanic/Latine","Total Black, Non-Hispanic/Latine","Total American Indian/American Native, Non-Hispanic/Latine","Total Asian, Non-Hispanic/Latine"
1872,06037552301,82679.0,1134.0,4471.0,2932.0,1539.0,1474.0,371.0,268.0,10.0,748.0
1873,06037552302,69856.0,1332.0,3599.0,2199.0,1400.0,1328.0,420.0,212.0,22.0,637.0
1874,06037552400,68333.0,554.0,2518.0,2075.0,443.0,405.0,156.0,44.0,4.0,184.0
1875,06037552601,79232.0,1203.0,5227.0,4701.0,526.0,485.0,155.0,32.0,5.0,249.0
1876,06037552602,63615.0,1019.0,4132.0,2105.0,2027.0,1943.0,294.0,180.0,4.0,1436.0
1877,06037552700,83900.0,1622.0,6885.0,5115.0,1770.0,1671.0,604.0,159.0,30.0,825.0
1878,06037552800,85794.0,1626.0,6267.0,4602.0,1665.0,1570.0,522.0,183.0,7.0,773.0
1879,06037552900,63497.0,1959.0,7018.0,4574.0,2444.0,2293.0,701.0,331.0,19.0,1203.0
1880,06037553000,93322.0,1185.0,4866.0,3533.0,1333.0,1214.0,575.0,181.0,11.0,421.0
1881,06037553100,79500.0,1874.0,6536.0,3297.0,3239.0,3049.0,1181.0,855.0,16.0,951.0
1882,06037553201,101750.0,980.0,3756.0,2348.0,1408.0,1318.0,622.0,270.0,11.0,378.0
1883,06037553202,100350.0,927.0,3620.0,2333.0,1287.0,1200.0,543.0,248.0,4.0,379.0
1884,06037553300,66037.0,954.0,3530.0,2352.0,1178.0,1098.0,441.0,208.0,6.0,414.0
1885,06037553400,84306.0,962.0,3926.0,3205.0,721.0,690.0,305.0,113.0,22.0,198.0
1886,06037553502,70549.0,1130.0,4147.0,3227.0,920.0,848.0,187.0,471.0,4.0,146.0
1887,06037553503,51326.0,829.0,2730.0,2277.0,453.0,424.0,80.0,277.0,0.0,43.0
1888,06037553504,64342.0,1308.0,5320.0,4422.0,898.0,856.0,209.0,410.0,4.0,190.0
1889,06037553601,52542.0,1294.0,4839.0,3912.0,927.0,871.0,182.0,533.0,4.0,102.0
1890,06037553602,60806.0,1343.0,4922.0,3754.0,1168.0,1086.0,142.0,777.0,15.0,125.0
1891,06037553701,59097.0,901.0,3861.0,3647.0,214.0,203.0,98.0,49.0,2.0,37.0
1892,06037553702,55747.0,1207.0,4606.0,4234.0,372.0,346.0,68.0,201.0,3.0,53.0
1893,06037553801,57663.0,1027.0,4021.0,3120.0,901.0,847.0,128.0,574.0,5.0,116.0
1894,06037553802,43395.0,2087.0,6601.0,4925.0,1676.0,1588.0,377.0,766.0,34.0,361.0
1895,06037553901,75000.0,1540.0,6709.0,5372.0,1337.0,1253.0,413.0,445.0,12.0,346.0
1896,06037553902,54554.0,1490.0,5977.0,4730.0,1247.0,1151.0,389.0,467.0,11.0,184.0
1897,06037554001,70681.0,1155.0,4426.0,2759.0,1667.0,1563.0,633.0,298.0,0.0,575.0
1898,06037554002,63984.0,1591.0,6135.0,3833.0,2302.0,2171.0,751.0,654.0,12.0,706.0
1899,06037554101,50644.0,943.0,3778.0,2561.0,1217.0,1158.0,376.0,368.0,3.0,380.0
1900,06037554105,46875.0,1450.0,4509.0,2557.0,1952.0,1848.0,489.0,878.0,10.0,394.0
1901,06037554106,67772.0,1204.0,4368.0,2540.0,1828.0,1714.0,525.0,532.0,13.0,607.0
1902,06037554201,89141.0,1065.0,4096.0,2369.0,1727.0,1627.0,613.0,395.0,5.0,576.0
1903,06037554203,46076.0,1253.0,3635.0,2040.0,1595.0,1479.0,629.0,372.0,14.0,413.0
1904,06037554204,40746.0,1685.0,4600.0,2869.0,1731.0,1640.0,441.0,654.0,14.0,483.0
1905,06037554301,74273.0,1009.0,3499.0,2446.0,1053.0,995.0,265.0,464.0,4.0,229.0
1906,06037554302,55050.0,1135.0,4072.0,2391.0,1681.0,1560.0,283.0,684.0,11.0,527.0
1907,06037554403,52337.0,1739.0,5602.0,3091.0,2511.0,2361.0,524.0,1036.0,13.0,675.0
1908,06037554404,63780.0,1281.0,4509.0,2448.0,2061.0,1940.0,510.0,686.0,19.0,644.0
1909,06037554405,49787.0,1289.0,3328.0,1411.0,1917.0,1806.0,501.0,721.0,17.0,513.0
1910,06037554406,69286.0,1464.0,5191.0,1605.0,3586.0,3364.0,1488.0,808.0,11.0,1011.0
1911,06037554511,120000.0,1118.0,4013.0,452.0,3561.0,3428.0,402.0,172.0,6.0,2805.0
1912,06037554512,117895.0,2118.0,6583.0,742.0,5841.0,5669.0,726.0,396.0,5.0,4493.0
1913,06037554513,93542.0,821.0,2540.0,273.0,2267.0,2210.0,227.0,193.0,0.0,1777.0
1914,06037554514,108448.0,1574.0,4496.0,828.0,3668.0,3521.0,533.0,379.0,0.0,2554.0
1915,06037554515,96250.0,1076.0,3641.0,612.0,3029.0,2897.0,509.0,257.0,0.0,2100.0
1916,06037554516,126450.0,1215.0,3821.0,536.0,3285.0,3168.0,460.0,190.0,12.0,2478.0
1917,06037554517,107672.0,1352.0,4737.0,608.0,4129.0,3965.0,505.0,231.0,12.0,3192.0
1918,06037554518,104439.0,1558.0,5365.0,611.0,4754.0,4581.0,646.0,299.0,8.0,3609.0
1919,06037554519,131012.0,1216.0,3489.0,348.0,3141.0,3021.0,451.0,130.0,2.0,2413.0
1920,06037554521,90280.0,1863.0,5987.0,1164.0,4823.0,4546.0,1091.0,574.0,5.0,2790.0
1921,06037554522,103466.0,1495.0,4906.0,918.0,3988.0,3791.0,790.0,334.0,11.0,2599.0
1922,06037554600,81458.0,1177.0,4311.0,1942.0,2369.0,2251.0,540.0,185.0,6.0,1472.0
1923,06037554700,81563.0,956.0,4503.0,3549.0,954.0,913.0,238.0,78.0,15.0,553.0
1924,06037554801,62228.0,739.0,3281.0,2368.0,913.0,879.0,227.0,99.0,8.0,520.0
1925,06037554802,92893.0,1710.0,6045.0,1527.0,4518.0,4380.0,1133.0,229.0,4.0,2955.0
1926,06037554900,71122.0,2045.0,7069.0,1930.0,5139.0,4977.0,1248.0,299.0,14.0,3377.0
1927,06037555001,70970.0,1557.0,5579.0,2778.0,2801.0,2644.0,744.0,370.0,11.0,1450.0
1928,06037555002,72946.0,1193.0,3563.0,1626.0,1937.0,1775.0,720.0,342.0,15.0,648.0
1929,06037555105,75902.0,1664.0,6245.0,2862.0,3383.0,3175.0,517.0,760.0,12.0,1787.0
1930,06037555106,60781.0,922.0,3696.0,2291.0,1405.0,1367.0,188.0,395.0,13.0,750.0
1931,06037555107,78947.0,1844.0,5729.0,1883.0,3846.0,3622.0,1115.0,447.0,4.0,2004.0
1932,06037555202,135833.0,1104.0,3551.0,972.0,2579.0,2391.0,1704.0,205.0,4.0,459.0
1933,06037555211,55625.0,1397.0,5773.0,5101.0,672.0,641.0,202.0,45.0,3.0,374.0
1934,06037555212,64188.0,1385.0,4680.0,3466.0,1214.0,1156.0,383.0,110.0,2.0,608.0
1935,06037555300,79704.0,1011.0,3980.0,2835.0,1145.0,1083.0,382.0,142.0,4.0,541.0
1936,06037570001,111786.0,1540.0,4430.0,1438.0,2992.0,2753.0,1520.0,314.0,12.0,863.0
1937,06037570002,98631.0,792.0,2883.0,1031.0,1852.0,1672.0,1048.0,166.0,12.0,421.0
1938,06037570003,101406.0,1275.0,4617.0,1891.0,2726.0,2507.0,1372.0,345.0,6.0,711.0
1939,06037570100,84120.0,699.0,2950.0,1218.0,1732.0,1627.0,500.0,497.0,3.0,583.0
1940,06037570202,56375.0,1730.0,6122.0,4091.0,2031.0,1937.0,371.0,839.0,22.0,585.0
1941,06037570203,46654.0,1200.0,4051.0,2613.0,1438.0,1332.0,196.0,740.0,5.0,297.0
1942,06037570204,49720.0,1287.0,4133.0,2427.0,1706.0,1611.0,444.0,569.0,4.0,458.0
1943,06037570303,53271.0,1273.0,3925.0,2514.0,1411.0,1325.0,247.0,573.0,10.0,381.0
1944,06037570304,53778.0,1443.0,5007.0,3437.0,1570.0,1458.0,237.0,777.0,23.0,302.0
1945,06037570305,41172.0,1343.0,5291.0,3797.0,1494.0,1392.0,339.0,678.0,7.0,293.0
1946,06037570306,52561.0,892.0,3010.0,1805.0,1205.0,1124.0,206.0,485.0,15.0,374.0
1947,06037570402,74805.0,999.0,3391.0,1601.0,1790.0,1686.0,194.0,1140.0,10.0,206.0
1948,06037570403,55336.0,1060.0,4556.0,3630.0,926.0,893.0,93.0,591.0,1.0,179.0
1949,06037570404,65130.0,889.0,3509.0,2589.0,920.0,841.0,83.0,562.0,21.0,124.0
1950,06037570502,72420.0,1883.0,6558.0,3758.0,2800.0,2619.0,534.0,824.0,4.0,1097.0
1951,06037570503,51820.0,1212.0,3789.0,2192.0,1597.0,1480.0,400.0,539.0,4.0,479.0
1952,06037570504,52287.0,997.0,3903.0,2431.0,1472.0,1362.0,360.0,419.0,1.0,481.0
1953,06037570601,60313.0,1576.0,5235.0,3133.0,2102.0,1974.0,421.0,780.0,10.0,686.0
1954,06037570602,67548.0,1715.0,6557.0,3376.0,3181.0,3037.0,551.0,699.0,6.0,1642.0
1955,06037570603,44637.0,1659.0,5391.0,1718.0,3673.0,3427.0,292.0,2733.0,11.0,243.0
1956,06037570701,89821.0,2542.0,6993.0,2263.0,4730.0,4389.0,1568.0,1197.0,22.0,1461.0
1957,06037570703,102614.0,933.0,3473.0,1091.0,2382.0,2234.0,881.0,463.0,9.0,845.0
1958,06037570800,108485.0,1662.0,5661.0,2014.0,3647.0,3324.0,2108.0,288.0,20.0,836.0
1959,06037570901,102109.0,1732.0,5747.0,1695.0,4052.0,3651.0,2497.0,228.0,15.0,865.0
1960,06037570902,85964.0,1137.0,3653.0,1244.0,2409.0,2222.0,1516.0,233.0,13.0,408.0
1961,06037571000,115000.0,1814.0,5792.0,1735.0,4057.0,3734.0,2995.0,159.0,3.0,491.0
1962,06037571101,109985.0,1595.0,4654.0,1538.0,3116.0,2824.0,2116.0,187.0,10.0,461.0
1963,06037571102,123750.0,1178.0,4006.0,1292.0,2714.0,2479.0,1912.0,166.0,13.0,350.0
1964,06037571201,104846.0,1427.0,3775.0,1173.0,2602.0,2403.0,1729.0,218.0,6.0,405.0
1965,06037571202,78125.0,1603.0,4459.0,1517.0,2942.0,2660.0,1683.0,339.0,6.0,564.0
1966,06037571300,105486.0,1449.0,4638.0,1495.0,3143.0,2897.0,1754.0,348.0,15.0,731.0
1967,06037571400,93629.0,1684.0,4950.0,1637.0,3313.0,3032.0,1538.0,519.0,23.0,840.0
1968,06037571502,54535.0,1780.0,5067.0,1997.0,3070.0,2863.0,1009.0,714.0,15.0,1064.0
1969,06037571504,74375.0,2001.0,4935.0,1664.0,3271.0,2980.0,1101.0,1000.0,10.0,806.0
1970,06037571505,81732.0,919.0,2969.0,1297.0,1672.0,1547.0,542.0,369.0,11.0,593.0
1971,06037571600,21074.0,845.0,2180.0,807.0,1373.0,1297.0,60.0,1177.0,7.0,33.0
1972,06037571701,60278.0,1724.0,6495.0,3810.0,2685.0,2518.0,562.0,923.0,4.0,867.0
1973,06037571703,52237.0,998.0,3505.0,2248.0,1257.0,1170.0,264.0,390.0,10.0,452.0
1974,06037571704,55625.0,1220.0,3947.0,2494.0,1453.0,1369.0,268.0,554.0,4.0,421.0
1975,06037571800,107692.0,1250.0,3229.0,633.0,2596.0,2436.0,1650.0,326.0,12.0,419.0
1976,06037571900,66898.0,2167.0,5769.0,1528.0,4241.0,3839.0,2251.0,833.0,4.0,690.0
1977,06037572001,95592.0,2179.0,5434.0,1674.0,3760.0,3449.0,2453.0,376.0,12.0,522.0
1978,06037572201,73177.0,2001.0,6141.0,2077.0,4064.0,3755.0,996.0,997.0,17.0,1641.0
1979,06037572202,99524.0,1036.0,3848.0,1456.0,2392.0,2255.0,617.0,530.0,0.0,1041.0
1980,06037572301,55650.0,913.0,3840.0,2344.0,1496.0,1413.0,156.0,288.0,7.0,843.0
1981,06037572500,40948.0,1404.0,4244.0,1589.0,2655.0,2490.0,510.0,1049.0,16.0,749.0
1982,06037572600,62895.0,1182.0,5276.0,2600.0,2676.0,2575.0,193.0,466.0,7.0,1767.0
1983,06037572700,71383.0,1328.0,5405.0,2230.0,3175.0,3038.0,144.0,483.0,1.0,2317.0
1984,06037573002,44857.0,1071.0,3484.0,2363.0,1121.0,1038.0,139.0,574.0,7.0,279.0
1985,06037573003,75476.0,596.0,1790.0,870.0,920.0,847.0,388.0,215.0,14.0,209.0
1986,06037573004,47906.0,1599.0,4670.0,2853.0,1817.0,1672.0,404.0,922.0,8.0,255.0
1987,06037573101,58125.0,1407.0,4220.0,2245.0,1975.0,1843.0,403.0,763.0,9.0,561.0
1988,06037573102,71583.0,999.0,3245.0,1674.0,1571.0,1447.0,465.0,519.0,8.0,416.0
1989,06037573201,39393.0,1247.0,4606.0,2850.0,1756.0,1656.0,227.0,568.0,6.0,826.0
1990,06037573202,55158.0,1670.0,6250.0,3717.0,2533.0,2390.0,213.0,760.0,11.0,1361.0
1991,06037573300,48673.0,1030.0,4068.0,1740.0,2328.0,2207.0,153.0,558.0,12.0,1405.0
1992,06037573401,75536.0,556.0,1575.0,660.0,915.0,836.0,351.0,187.0,10.0,258.0
1993,06037573402,74293.0,2572.0,6827.0,2749.0,4078.0,3801.0,1367.0,955.0,19.0,1412.0
1994,06037573403,115606.0,1368.0,3446.0,799.0,2647.0,2491.0,1113.0,408.0,4.0,916.0
1995,06037573601,109233.0,2285.0,6441.0,1650.0,4791.0,4295.0,3525.0,171.0,14.0,524.0
1996,06037573700,118409.0,1696.0,4790.0,1304.0,3486.0,3153.0,2539.0,139.0,4.0,407.0
1997,06037573800,111306.0,1511.0,4371.0,1118.0,3253.0,2926.0,2419.0,101.0,11.0,361.0
1998,06037573902,146538.0,874.0,2263.0,430.0,1833.0,1673.0,1256.0,101.0,3.0,294.0
1999,06037574000,124485.0,1924.0,5322.0,1232.0,4090.0,3714.0,3054.0,140.0,9.0,482.0
2000,06037574100,108250.0,1809.0,5251.0,1227.0,4024.0,3659.0,2998.0,132.0,10.0,470.0
2001,06037574201,110500.0,1036.0,3287.0,855.0,2432.0,2201.0,1595.0,106.0,2.0,475.0
2002,06037574202,89375.0,757.0,2206.0,764.0,1442.0,1349.0,970.0,173.0,3.0,180.0
2003,06037574300,108617.0,2182.0,6044.0,1318.0,4726.0,4328.0,3449.0,186.0,15.0,615.0
2004,06037574400,120379.0,1978.0,5420.0,1255.0,4165.0,3818.0,3091.0,137.0,5.0,542.0
2005,06037574500,101505.0,2237.0,6533.0,1439.0,5094.0,4656.0,3734.0,172.0,6.0,672.0
2006,06037574602,110469.0,562.0,1243.0,144.0,1099.0,1016.0,757.0,54.0,4.0,196.0
2007,06037574800,63778.0,1528.0,3165.0,601.0,2564.0,2349.0,1799.0,151.0,3.0,382.0
2008,06037574901,130810.0,1360.0,3829.0,758.0,3071.0,2788.0,2219.0,106.0,10.0,409.0
2009,06037574902,50847.0,1743.0,5192.0,1485.0,3707.0,3395.0,1697.0,627.0,11.0,992.0
2010,06037575001,87610.0,1769.0,4144.0,1179.0,2965.0,2708.0,1377.0,488.0,25.0,759.0
2011,06037575002,65969.0,1914.0,4760.0,1587.0,3173.0,2886.0,1865.0,385.0,13.0,581.0
2012,06037575101,50745.0,1516.0,4568.0,2336.0,2232.0,2080.0,478.0,640.0,14.0,905.0
2013,06037575102,35927.0,1287.0,4064.0,2524.0,1540.0,1447.0,271.0,354.0,11.0,773.0
2014,06037575103,52748.0,2090.0,5088.0,2486.0,2602.0,2380.0,848.0,893.0,32.0,557.0
2015,06037575201,49094.0,1239.0,4664.0,2425.0,2239.0,2123.0,165.0,644.0,3.0,1259.0
2016,06037575202,41190.0,1113.0,4278.0,2589.0,1689.0,1600.0,160.0,340.0,4.0,1073.0
2017,06037575300,40303.0,1250.0,4545.0,2722.0,1823.0,1725.0,154.0,678.0,6.0,816.0
2018,06037575401,32410.0,1270.0,4530.0,3441.0,1089.0,999.0,214.0,595.0,0.0,141.0
2019,06037575402,52100.0,1068.0,3454.0,2671.0,783.0,729.0,158.0,362.0,0.0,157.0
2020,06037575801,34555.0,755.0,1961.0,1417.0,544.0,489.0,238.0,199.0,5.0,45.0
2021,06037575802,45956.0,1673.0,4544.0,3160.0,1384.0,1250.0,473.0,586.0,2.0,148.0
2022,06037575803,26652.0,1282.0,2684.0,1492.0,1192.0,1117.0,429.0,342.0,4.0,300.0
2023,06037575901,52250.0,1483.0,3278.0,1559.0,1719.0,1563.0,518.0,775.0,7.0,232.0
2024,06037575902,55801.0,3019.0,5622.0,1971.0,3651.0,3409.0,1653.0,1095.0,24.0,514.0
2025,06037576001,89109.0,3298.0,5921.0,1303.0,4618.0,4295.0,2635.0,670.0,20.0,884.0
2026,06037576200,43381.0,3010.0,7148.0,2970.0,4178.0,3799.0,1850.0,1229.0,46.0,543.0
2027,06037576301,46058.0,1846.0,4564.0,2143.0,2421.0,2237.0,759.0,925.0,20.0,472.0
2028,06037576302,34363.0,1115.0,3901.0,2205.0,1696.0,1582.0,385.0,625.0,19.0,520.0
2029,06037576401,49040.0,1307.0,4060.0,2657.0,1403.0,1295.0,239.0,528.0,12.0,469.0
2030,06037576402,46056.0,1335.0,4705.0,3116.0,1589.0,1516.0,402.0,504.0,17.0,536.0
2031,06037576403,40859.0,1381.0,4830.0,2943.0,1887.0,1743.0,438.0,570.0,10.0,694.0
2032,06037576501,36633.0,1372.0,3094.0,1480.0,1614.0,1466.0,754.0,458.0,14.0,193.0
2033,06037576502,58942.0,2029.0,4190.0,1856.0,2334.0,2096.0,1197.0,561.0,18.0,281.0
2034,06037576503,58224.0,1799.0,4093.0,1902.0,2191.0,2023.0,1264.0,485.0,17.0,213.0
2035,06037576601,52768.0,2577.0,4770.0,1414.0,3356.0,3116.0,2079.0,548.0,20.0,379.0
2036,06037576602,71759.0,2716.0,4403.0,1129.0,3274.0,3025.0,2160.0,446.0,23.0,326.0
2037,06037576700,87466.0,1939.0,4153.0,1021.0,3132.0,2893.0,2272.0,242.0,11.0,310.0
2038,06037576801,55819.0,1773.0,4286.0,1523.0,2763.0,2529.0,1702.0,437.0,17.0,320.0
2039,06037576802,71172.0,1765.0,3989.0,1273.0,2716.0,2475.0,1692.0,415.0,18.0,307.0
2040,06037576901,41979.0,1764.0,5366.0,2939.0,2427.0,2245.0,749.0,662.0,11.0,784.0
2041,06037576903,38244.0,1275.0,3814.0,2226.0,1588.0,1473.0,554.0,532.0,24.0,340.0
2042,06037576904,57673.0,1225.0,3239.0,1541.0,1698.0,1599.0,809.0,510.0,9.0,245.0
2043,06037577000,71230.0,3258.0,7264.0,2573.0,4691.0,4277.0,2658.0,824.0,24.0,676.0
2044,06037577100,80203.0,3237.0,7051.0,1850.0,5201.0,4722.0,3787.0,371.0,18.0,467.0
2045,06037577200,88520.0,3178.0,5750.0,1321.0,4429.0,4068.0,3317.0,276.0,12.0,429.0
2046,06037577300,90202.0,3641.0,5535.0,1150.0,4385.0,4094.0,3531.0,166.0,14.0,324.0
2047,06037577400,97528.0,1447.0,3173.0,567.0,2606.0,2445.0,2133.0,87.0,1.0,191.0
2048,06037577501,131150.0,1710.0,3440.0,412.0,3028.0,2862.0,2610.0,36.0,5.0,174.0
2049,06037577504,96411.0,763.0,1393.0,194.0,1199.0,1109.0,1028.0,10.0,7.0,54.0
2050,06037577602,90309.0,1493.0,3370.0,475.0,2895.0,2738.0,2256.0,114.0,11.0,325.0
2051,06037577604,109750.0,789.0,1300.0,175.0,1125.0,1079.0,937.0,30.0,2.0,96.0
2052,06037577605,104926.0,2054.0,4799.0,693.0,4106.0,3833.0,3299.0,97.0,8.0,399.0
2053,06037577606,116900.0,1536.0,3547.0,681.0,2866.0,2594.0,2197.0,124.0,0.0,233.0
2054,06037577700,69146.0,1214.0,4672.0,2431.0,2241.0,2110.0,199.0,657.0,14.0,1106.0
2055,06037577800,97500.0,1322.0,5085.0,3802.0,1283.0,1207.0,650.0,118.0,8.0,368.0
2056,06037577900,77220.0,2463.0,5481.0,1489.0,3992.0,3695.0,1498.0,959.0,7.0,1160.0
2057,06037578000,46018.0,1569.0,7189.0,4075.0,3114.0,2918.0,676.0,1198.0,19.0,940.0
2058,06037578100,,0.0,2094.0,657.0,1437.0,1303.0,730.0,151.0,5.0,395.0
2059,06037599000,78254.0,1637.0,3322.0,1803.0,1519.0,1411.0,1334.0,27.0,4.0,27.0
2060,06037599100,,79.0,553.0,223.0,330.0,316.0,252.0,40.0,0.0,17.0
2061,06037600100,37443.0,2193.0,7098.0,4547.0,2551.0,2422.0,90.0,2224.0,12.0,23.0
2062,06037600201,41199.0,1305.0,4690.0,3071.0,1619.0,1537.0,53.0,1413.0,10.0,28.0
2063,06037600202,34375.0,2220.0,7071.0,4166.0,2905.0,2715.0,95.0,2510.0,8.0,32.0
2064,06037600302,58287.0,977.0,3472.0,1248.0,2224.0,2134.0,31.0,2048.0,4.0,30.0
2065,06037600303,26683.0,1262.0,3813.0,2172.0,1641.0,1540.0,26.0,1444.0,13.0,11.0
2066,06037600304,36056.0,1046.0,3781.0,2374.0,1407.0,1325.0,52.0,1234.0,7.0,18.0
2067,06037600400,63702.0,1453.0,3988.0,817.0,3171.0,3014.0,80.0,2844.0,5.0,52.0
2068,06037600501,86985.0,869.0,2632.0,492.0,2140.0,2021.0,78.0,1867.0,1.0,34.0
2069,06037600601,83599.0,881.0,2571.0,361.0,2210.0,2093.0,56.0,1976.0,4.0,27.0
2070,06037600602,48173.0,704.0,2370.0,1441.0,929.0,841.0,46.0,743.0,5.0,15.0
2071,06037600702,109142.0,1598.0,4182.0,647.0,3535.0,3384.0,122.0,3138.0,8.0,61.0
2072,06037600703,80446.0,766.0,2326.0,152.0,2174.0,2054.0,60.0,1923.0,14.0,29.0
2073,06037600704,76106.0,1176.0,3010.0,481.0,2529.0,2389.0,90.0,2223.0,4.0,33.0
2074,06037600801,111725.0,1259.0,3206.0,467.0,2739.0,2572.0,91.0,2419.0,0.0,30.0
2075,06037600802,56920.0,1161.0,2643.0,455.0,2188.0,2081.0,114.0,1911.0,6.0,27.0
2076,06037600902,41967.0,2394.0,6798.0,3195.0,3603.0,3352.0,299.0,2868.0,9.0,102.0
2077,06037600911,63833.0,1086.0,3282.0,1784.0,1498.0,1348.0,324.0,914.0,7.0,63.0
2078,06037600912,61555.0,1424.0,5174.0,3960.0,1214.0,1086.0,249.0,732.0,10.0,56.0
2079,06037601001,36250.0,1122.0,2274.0,487.0,1787.0,1678.0,85.0,1486.0,4.0,72.0
2080,06037601002,46597.0,1997.0,5457.0,2464.0,2993.0,2840.0,207.0,2357.0,11.0,210.0
2081,06037601100,43661.0,2023.0,6159.0,3699.0,2460.0,2282.0,171.0,1754.0,3.0,273.0
2082,06037601202,68750.0,1059.0,3832.0,3340.0,492.0,450.0,122.0,208.0,11.0,90.0
2083,06037601211,43873.0,1104.0,2833.0,1393.0,1440.0,1340.0,119.0,1124.0,5.0,73.0
2084,06037601212,54671.0,1987.0,6319.0,4310.0,2009.0,1863.0,220.0,1474.0,11.0,114.0
2085,06037601301,65579.0,733.0,1958.0,486.0,1472.0,1336.0,371.0,882.0,3.0,65.0
2086,06037601302,62143.0,2656.0,6785.0,2261.0,4524.0,4173.0,469.0,3405.0,21.0,195.0
2087,06037601303,45563.0,2163.0,4959.0,1966.0,2993.0,2819.0,250.0,2375.0,8.0,122.0
2088,06037601401,50655.0,1709.0,5012.0,2816.0,2196.0,2038.0,271.0,1562.0,21.0,114.0
2089,06037601402,77908.0,1375.0,4782.0,4197.0,585.0,530.0,188.0,226.0,6.0,99.0
2090,06037601501,36737.0,1036.0,3500.0,2986.0,514.0,490.0,83.0,311.0,5.0,65.0
2091,06037601502,50000.0,888.0,3374.0,3175.0,199.0,181.0,50.0,75.0,3.0,20.0
2092,06037601600,45458.0,1255.0,4164.0,3818.0,346.0,334.0,93.0,114.0,4.0,75.0
2093,06037601700,37045.0,1344.0,4931.0,4444.0,487.0,454.0,82.0,229.0,7.0,72.0
2094,06037601801,41890.0,852.0,3462.0,3196.0,266.0,246.0,46.0,138.0,2.0,33.0
2095,06037601802,67361.0,1009.0,3896.0,3704.0,192.0,170.0,67.0,52.0,3.0,11.0
2096,06037601900,63153.0,1365.0,5091.0,4288.0,803.0,748.0,70.0,568.0,12.0,45.0
2097,06037602002,61319.0,812.0,3007.0,2329.0,678.0,633.0,99.0,379.0,0.0,127.0
2098,06037602003,47083.0,1231.0,4759.0,3883.0,876.0,812.0,127.0,587.0,5.0,33.0
2099,06037602103,34483.0,1709.0,6931.0,4857.0,2074.0,1948.0,361.0,1142.0,19.0,293.0
2100,06037602104,54321.0,1719.0,5541.0,3630.0,1911.0,1797.0,235.0,1253.0,4.0,238.0
2101,06037602105,51754.0,1266.0,4302.0,2955.0,1347.0,1246.0,234.0,784.0,5.0,176.0
2102,06037602106,59360.0,2174.0,5693.0,3281.0,2412.0,2225.0,690.0,965.0,5.0,491.0
2103,06037602201,125575.0,1535.0,4552.0,1702.0,2850.0,2575.0,1610.0,298.0,9.0,582.0
2104,06037602202,82472.0,917.0,3112.0,2033.0,1079.0,1008.0,301.0,384.0,3.0,275.0
2105,06037602301,106488.0,1927.0,6188.0,3454.0,2734.0,2475.0,1638.0,223.0,10.0,492.0
2106,06037602302,137051.0,1736.0,5300.0,911.0,4389.0,3937.0,2727.0,171.0,3.0,985.0
2107,06037602402,82917.0,1907.0,6812.0,4126.0,2686.0,2500.0,1165.0,619.0,24.0,570.0
2108,06037602403,61382.0,1508.0,5172.0,3233.0,1939.0,1791.0,387.0,851.0,9.0,433.0
2109,06037602404,49038.0,1760.0,5848.0,3598.0,2250.0,2102.0,535.0,901.0,8.0,491.0
2110,06037602504,47357.0,1730.0,4670.0,2180.0,2490.0,2363.0,176.0,1662.0,10.0,451.0
2111,06037602505,46202.0,1516.0,4427.0,2476.0,1951.0,1827.0,316.0,1242.0,4.0,199.0
2112,06037602506,48735.0,1625.0,4429.0,1948.0,2481.0,2328.0,191.0,1828.0,9.0,233.0
2113,06037602507,53044.0,1815.0,5321.0,1919.0,3402.0,3229.0,237.0,2624.0,11.0,273.0
2114,06037602510,37813.0,1069.0,3510.0,2044.0,1466.0,1386.0,236.0,834.0,4.0,217.0
2115,06037602511,50556.0,1420.0,3602.0,1671.0,1931.0,1801.0,171.0,1404.0,0.0,160.0
2116,06037602512,74228.0,601.0,2442.0,1824.0,618.0,590.0,114.0,82.0,3.0,339.0
2117,06037602513,51500.0,518.0,1590.0,881.0,709.0,653.0,70.0,520.0,3.0,39.0
2118,06037602601,70125.0,1654.0,4784.0,1012.0,3772.0,3574.0,169.0,3113.0,12.0,235.0
2119,06037602602,50491.0,1099.0,3339.0,886.0,2453.0,2343.0,122.0,1971.0,7.0,207.0
2120,06037602700,91484.0,1222.0,3674.0,763.0,2911.0,2778.0,176.0,2336.0,0.0,223.0
2121,06037602801,31477.0,1259.0,4391.0,2436.0,1955.0,1849.0,68.0,1573.0,19.0,126.0
2122,06037602802,76810.0,1320.0,4365.0,1665.0,2700.0,2589.0,63.0,2417.0,5.0,60.0
2123,06037602900,59375.0,1373.0,4293.0,3077.0,1216.0,1139.0,166.0,655.0,13.0,256.0
2124,06037603004,63029.0,621.0,1846.0,749.0,1097.0,1048.0,97.0,390.0,0.0,538.0
2125,06037603005,61438.0,1963.0,5628.0,2723.0,2905.0,2729.0,259.0,1491.0,10.0,894.0
2126,06037603006,75756.0,782.0,2272.0,687.0,1585.0,1494.0,167.0,234.0,0.0,1050.0
2127,06037603007,58715.0,1223.0,4080.0,1756.0,2324.0,2230.0,205.0,1183.0,9.0,775.0
