COMM_CURRENT,OBJECTID,BG20,CB20,CTCB20,FIP20,BGFIP20,ZCTA20,HD22,SPA22,SUP21,POP20,HOUSING20,FIP_CURRENT,BG20FIP_CURRENT,ShapeSTArea,ShapeSTLength,med_hh_income,med_hh_income_universe,ESRI_OID,Shape__Area,Shape__Length,Total Population,Total Hispanic/Latine Population,Total Non-Hispanic/Latine Population,"Total Non-Hispanic/Latine Population, One Race","Total White, Non-Hispanic/Latine","Total Black, Non-Hispanic/Latine","Total American Indian/American Native, Non-Hispanic/Latine","Total Asian, Non-Hispanic/Latine"
South Park,53798.35164835165,2307132.214285714,1779.1483516483515,2307132218.7087913,44000.0,230713265428.57144,90026.85714285714,72.67582417582418,6.0,2.0,197.84615384615384,49.08791208791209,44000.0,230713265428.57144,220808.73839902566,2136.4725839843295,40686.91758241758,1131.6593406593406,3223.3186813186812,4846910.0419438975,9150.683032798299,4464.571428571428,3734.5934065934066,729.978021978022,685.6648351648352,67.64285714285714,546.5164835164835,7.554945054945055,33.28021978021978
West Adams,49118.8515625,2207574.8984375,1464.609375,2207574902.109375,44000.0,220757533843.75,90014.046875,75.0,6.0,2.0,205.875,77.2734375,44000.0,220757533843.75,318800.73631824175,2673.7968217416187,39703.1171875,1180.1640625,2960.4140625,5215227.337226871,10145.07059754698,3310.8828125,2032.1640625,1278.71875,1188.328125,235.859375,660.234375,6.1640625,262.0546875
St Elmo Village,61676.36842105263,2182102.0,2002.6842105263158,2182102002.6842103,44000.0,218210244000.0,90019.0,34.0,4.0,2.0,207.94736842105263,67.6842105263158,44000.0,218210244000.0,220081.3843911985,2032.7503279357086,38207.0,1190.0,2937.0,4174755.20996094,8767.26244563689,3951.0,2852.0,1099.0,1016.0,303.0,477.0,14.0,169.0
Westlake,46048.520547945205,2091115.8904109588,1372.8561643835617,2091115893.4041095,44000.0,209111633041.0959,90035.56164383562,9.0,4.0,1.0,386.4931506849315,160.986301369863,44000.0,209111633041.0959,219473.02355992183,2014.7634883670053,38110.45205479452,1388.445205479452,2575.321917808219,2159672.0569416205,6284.7499029468445,3356.246575342466,2149.7397260273974,1206.5068493150684,1138.2465753424658,320.958904109589,236.7876712328767,9.136986301369863,547.4041095890411
Vermont Vista,52111.91705069124,2400275.608294931,2064.5806451612902,2400275612.967742,44000.0,240027604829.49307,90018.30414746543,69.85714285714286,6.0,2.0,184.2995391705069,50.56221198156682,44000.0,240027604829.49307,243635.67668772987,2225.5343130318092,37988.6129032258,1327.663594470046,3548.5529953917053,6554595.798670616,10634.00480268444,4869.299539170507,3408.0875576036865,1461.2119815668202,1375.184331797235,65.08755760368663,1245.2672811059908,10.290322580645162,24.622119815668203
Watts,53938.8125,2425882.4270833335,1806.15625,2425882431.15625,44000.0,242588286708.33334,90030.42708333333,69.0,6.0,2.0,220.03125,55.182291666666664,44000.0,242588286708.33334,300797.03743173904,2539.1949853644887,37337.385416666664,1111.9427083333333,3641.0729166666665,6426985.106201182,10682.821190518862,4557.979166666667,3403.5729166666665,1154.40625,1111.4427083333333,50.098958333333336,1016.2604166666666,4.458333333333333,19.645833333333332
Little Armenia,40082.166666666664,1911164.0416666667,1544.7083333333333,1911164044.7083333,44000.0,191116448166.66666,90028.41666666667,34.0,4.0,1.0,289.25,119.04166666666667,44000.0,191116448166.66666,292594.0055238717,2478.1345288893167,36822.25,1433.0,4605.625,3654797.935791016,8048.388673393795,3553.5,1586.625,1966.875,1876.75,1324.375,137.0,5.75,383.375
Victoria Park,58373.275,2181156.625,1628.775,2181156628.775,44000.0,218115706500.0,90018.975,34.0,4.0,2.0,184.25,67.725,44000.0,218115706500.0,280887.0858176617,2274.343709314978,36346.85,1310.05,2935.55,5542347.612597658,10623.875713639045,3741.5,2296.05,1445.45,1370.0,229.8,462.35,3.9,636.45
Chinatown,42268.171875,2071022.0,1385.3125,2071022010.3125,44000.0,207102244000.0,90012.0,9.0,4.0,1.0,136.03125,69.046875,44000.0,207102244000.0,174802.83171263742,1883.8560816212416,35975.46875,1334.21875,2487.0625,3896385.602325442,9307.620872609934,2984.5625,702.125,2282.4375,2220.625,325.34375,227.0,8.25,1641.3125
Pico-Union,47904.449438202246,2164660.162921348,1627.314606741573,2164660166.6404495,44000.0,216466060292.13483,90010.09550561798,9.0,4.0,1.1348314606741574,219.23595505617976,79.58426966292134,44000.0,216466060292.13483,209887.32465504846,2012.1613101123194,34810.870786516854,1117.870786516854,2845.438202247191,3719236.4149677427,8075.681558841377,3182.7696629213483,2372.8595505617977,809.9101123595506,768.5168539325842,175.98314606741573,173.56741573033707,5.264044943820225,392.89325842696627
University Park,55977.08974358974,2239135.596153846,1565.301282051282,2239135603.7628207,44000.0,223913603615.3846,90009.58974358975,65.82692307692308,5.743589743589744,2.0,165.08333333333334,57.06410256410256,44000.0,223913603615.3846,243764.05320857323,2108.414512298263,28452.344155844155,850.5,3085.391025641026,6150724.639441857,10530.295047533358,3266.9166666666665,1685.0320512820513,1581.8846153846155,1510.8910256410256,593.8397435897435,298.7307692307692,7.647435897435898,581.2564102564103
Little Tokyo,48311.620689655174,2062017.3793103448,1178.551724137931,2062017385.4482758,44000.0,206201781931.0345,90012.68965517242,9.0,4.0,1.0,195.93103448275863,82.24137931034483,44000.0,206201781931.0345,214803.70656788806,1948.9872849535261,22373.724137931036,1212.0689655172414,2481.6206896551726,3371627.837149788,8618.836429000601,2887.8275862068967,733.5172413793103,2154.310344827586,2038.1379310344828,615.7586206896551,489.9655172413793,49.206896551724135,847.7241379310345
Angeles National Forest,41451.04761904762,9800261.0,1010.0,9800261010.0,44000.0,980026144000.0,91041.61904761905,19.0,2.0,5.0,0.5238095238095238,0.2857142857142857,44000.0,980026144000.0,7124497.1195183415,9062.344179400554,,0.0,4572.0,149611040.796875,101888.807191653,11.0,1.0,10.0,9.0,8.0,1.0,0.0,0.0
